Function:Linear
ANN Hyperparameters: activation function Hyperbolic Tangent, layer arch [1, 7, 7, 1]
epoch:034 ,particle:20, par err:0.0060, best part err:0.0060, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:035 ,particle:01, par err:0.0071, best part err:0.0054, best swarm err:0.0053
epoch:035 ,particle:02, par err:0.0231, best part err:0.0065, best swarm err:0.0053
epoch:035 ,particle:03, par err:0.0499, best part err:0.0061, best swarm err:0.0053
epoch:035 ,particle:04, par err:0.0190, best part err:0.0059, best swarm err:0.0053
epoch:035 ,particle:05, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:035 ,particle:06, par err:0.0211, best part err:0.0062, best swarm err:0.0053
epoch:035 ,particle:07, par err:0.0445, best part err:0.0062, best swarm err:0.0053
epoch:035 ,particle:08, par err:0.0276, best part err:0.0071, best swarm err:0.0053
epoch:035 ,particle:09, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:035 ,particle:10, par err:0.0080, best part err:0.0057, best swarm err:0.0053
epoch:035 ,particle:11, par err:0.0155, best part err:0.0058, best swarm err:0.0053
epoch:035 ,particle:12, par err:0.0216, best part err:0.0060, best swarm err:0.0053
epoch:035 ,particle:13, par err:0.0476, best part err:0.0062, best swarm err:0.0053
epoch:035 ,particle:14, par err:0.0321, best part err:0.0073, best swarm err:0.0053
epoch:035 ,particle:15, par err:0.0555, best part err:0.0081, best swarm err:0.0053
epoch:035 ,particle:16, par err:0.0467, best part err:0.0062, best swarm err:0.0053
epoch:035 ,particle:17, par err:0.0212, best part err:0.0062, best swarm err:0.0053
epoch:035 ,particle:18, par err:0.0200, best part err:0.0063, best swarm err:0.0053
epoch:035 ,particle:19, par err:0.0079, best part err:0.0055, best swarm err:0.0053
epoch:035 ,particle:20, par err:0.0189, best part err:0.0060, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:036 ,particle:01, par err:0.0093, best part err:0.0054, best swarm err:0.0053
epoch:036 ,particle:02, par err:0.0267, best part err:0.0065, best swarm err:0.0053
epoch:036 ,particle:03, par err:0.0160, best part err:0.0061, best swarm err:0.0053
epoch:036 ,particle:04, par err:0.0175, best part err:0.0059, best swarm err:0.0053
epoch:036 ,particle:05, par err:0.0078, best part err:0.0054, best swarm err:0.0053
epoch:036 ,particle:06, par err:0.0191, best part err:0.0062, best swarm err:0.0053
epoch:036 ,particle:07, par err:0.0178, best part err:0.0062, best swarm err:0.0053
epoch:036 ,particle:08, par err:0.0305, best part err:0.0071, best swarm err:0.0053
epoch:036 ,particle:09, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:036 ,particle:10, par err:0.0058, best part err:0.0057, best swarm err:0.0053
epoch:036 ,particle:11, par err:0.0138, best part err:0.0058, best swarm err:0.0053
epoch:036 ,particle:12, par err:0.0183, best part err:0.0060, best swarm err:0.0053
epoch:036 ,particle:13, par err:0.0198, best part err:0.0062, best swarm err:0.0053
epoch:036 ,particle:14, par err:0.0312, best part err:0.0073, best swarm err:0.0053
epoch:036 ,particle:15, par err:0.0063, best part err:0.0063, best swarm err:0.0053
epoch:036 ,particle:16, par err:0.0211, best part err:0.0062, best swarm err:0.0053
epoch:036 ,particle:17, par err:0.0197, best part err:0.0062, best swarm err:0.0053
epoch:036 ,particle:18, par err:0.0233, best part err:0.0063, best swarm err:0.0053
epoch:036 ,particle:19, par err:0.0130, best part err:0.0055, best swarm err:0.0053
epoch:036 ,particle:20, par err:0.0194, best part err:0.0060, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:037 ,particle:01, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:037 ,particle:02, par err:0.0114, best part err:0.0065, best swarm err:0.0053
epoch:037 ,particle:03, par err:0.0216, best part err:0.0061, best swarm err:0.0053
epoch:037 ,particle:04, par err:0.0100, best part err:0.0059, best swarm err:0.0053
epoch:037 ,particle:05, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:037 ,particle:06, par err:0.0106, best part err:0.0062, best swarm err:0.0053
epoch:037 ,particle:07, par err:0.0207, best part err:0.0062, best swarm err:0.0053
epoch:037 ,particle:08, par err:0.0123, best part err:0.0071, best swarm err:0.0053
epoch:037 ,particle:09, par err:0.0058, best part err:0.0053, best swarm err:0.0053
epoch:037 ,particle:10, par err:0.0070, best part err:0.0057, best swarm err:0.0053
epoch:037 ,particle:11, par err:0.0088, best part err:0.0058, best swarm err:0.0053
epoch:037 ,particle:12, par err:0.0108, best part err:0.0060, best swarm err:0.0053
epoch:037 ,particle:13, par err:0.0215, best part err:0.0062, best swarm err:0.0053
epoch:037 ,particle:14, par err:0.0122, best part err:0.0073, best swarm err:0.0053
epoch:037 ,particle:15, par err:0.0707, best part err:0.0063, best swarm err:0.0053
epoch:037 ,particle:16, par err:0.0216, best part err:0.0062, best swarm err:0.0053
epoch:037 ,particle:17, par err:0.0106, best part err:0.0062, best swarm err:0.0053
epoch:037 ,particle:18, par err:0.0105, best part err:0.0063, best swarm err:0.0053
epoch:037 ,particle:19, par err:0.0064, best part err:0.0055, best swarm err:0.0053
epoch:037 ,particle:20, par err:0.0101, best part err:0.0060, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:038 ,particle:01, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:038 ,particle:02, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:03, par err:0.0057, best part err:0.0057, best swarm err:0.0053
epoch:038 ,particle:04, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:05, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:038 ,particle:06, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:07, par err:0.0057, best part err:0.0057, best swarm err:0.0053
epoch:038 ,particle:08, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:09, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:038 ,particle:10, par err:0.0072, best part err:0.0057, best swarm err:0.0053
epoch:038 ,particle:11, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:038 ,particle:12, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:13, par err:0.0057, best part err:0.0057, best swarm err:0.0053
epoch:038 ,particle:14, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:15, par err:0.0650, best part err:0.0063, best swarm err:0.0053
epoch:038 ,particle:16, par err:0.0057, best part err:0.0057, best swarm err:0.0053
epoch:038 ,particle:17, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:18, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:038 ,particle:19, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:038 ,particle:20, par err:0.0055, best part err:0.0055, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:039 ,particle:01, par err:0.0058, best part err:0.0054, best swarm err:0.0053
epoch:039 ,particle:02, par err:0.0085, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:03, par err:0.0097, best part err:0.0057, best swarm err:0.0053
epoch:039 ,particle:04, par err:0.0078, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:05, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:039 ,particle:06, par err:0.0077, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:07, par err:0.0102, best part err:0.0057, best swarm err:0.0053
epoch:039 ,particle:08, par err:0.0087, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:09, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:039 ,particle:10, par err:0.0076, best part err:0.0057, best swarm err:0.0053
epoch:039 ,particle:11, par err:0.0071, best part err:0.0054, best swarm err:0.0053
epoch:039 ,particle:12, par err:0.0080, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:13, par err:0.0105, best part err:0.0057, best swarm err:0.0053
epoch:039 ,particle:14, par err:0.0096, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:15, par err:0.0338, best part err:0.0063, best swarm err:0.0053
epoch:039 ,particle:16, par err:0.0107, best part err:0.0057, best swarm err:0.0053
epoch:039 ,particle:17, par err:0.0078, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:18, par err:0.0079, best part err:0.0055, best swarm err:0.0053
epoch:039 ,particle:19, par err:0.0063, best part err:0.0054, best swarm err:0.0053
epoch:039 ,particle:20, par err:0.0079, best part err:0.0055, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:040 ,particle:01, par err:0.0064, best part err:0.0054, best swarm err:0.0053
epoch:040 ,particle:02, par err:0.0150, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:03, par err:0.0327, best part err:0.0057, best swarm err:0.0053
epoch:040 ,particle:04, par err:0.0129, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:05, par err:0.0059, best part err:0.0054, best swarm err:0.0053
epoch:040 ,particle:06, par err:0.0139, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:07, par err:0.0303, best part err:0.0057, best swarm err:0.0053
epoch:040 ,particle:08, par err:0.0167, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:09, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:040 ,particle:10, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:11, par err:0.0109, best part err:0.0054, best swarm err:0.0053
epoch:040 ,particle:12, par err:0.0142, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:13, par err:0.0319, best part err:0.0057, best swarm err:0.0053
epoch:040 ,particle:14, par err:0.0164, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:15, par err:0.0063, best part err:0.0063, best swarm err:0.0053
epoch:040 ,particle:16, par err:0.0318, best part err:0.0057, best swarm err:0.0053
epoch:040 ,particle:17, par err:0.0140, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:18, par err:0.0136, best part err:0.0055, best swarm err:0.0053
epoch:040 ,particle:19, par err:0.0069, best part err:0.0054, best swarm err:0.0053
epoch:040 ,particle:20, par err:0.0129, best part err:0.0055, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:041 ,particle:01, par err:0.0055, best part err:0.0054, best swarm err:0.0053
epoch:041 ,particle:02, par err:0.0067, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:03, par err:0.0075, best part err:0.0057, best swarm err:0.0053
epoch:041 ,particle:04, par err:0.0064, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:05, par err:0.0067, best part err:0.0054, best swarm err:0.0053
epoch:041 ,particle:06, par err:0.0064, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:07, par err:0.0077, best part err:0.0057, best swarm err:0.0053
epoch:041 ,particle:08, par err:0.0068, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:09, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:041 ,particle:10, par err:0.0065, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:11, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:041 ,particle:12, par err:0.0065, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:13, par err:0.0078, best part err:0.0057, best swarm err:0.0053
epoch:041 ,particle:14, par err:0.0071, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:15, par err:0.0217, best part err:0.0063, best swarm err:0.0053
epoch:041 ,particle:16, par err:0.0079, best part err:0.0057, best swarm err:0.0053
epoch:041 ,particle:17, par err:0.0064, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:18, par err:0.0065, best part err:0.0055, best swarm err:0.0053
epoch:041 ,particle:19, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:041 ,particle:20, par err:0.0064, best part err:0.0055, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:042 ,particle:01, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:042 ,particle:02, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:03, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:042 ,particle:04, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:05, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:06, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:07, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:042 ,particle:08, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:09, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:042 ,particle:10, par err:0.0089, best part err:0.0055, best swarm err:0.0053
epoch:042 ,particle:11, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:12, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:13, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:042 ,particle:14, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:15, par err:0.0486, best part err:0.0063, best swarm err:0.0053
epoch:042 ,particle:16, par err:0.0055, best part err:0.0055, best swarm err:0.0053
epoch:042 ,particle:17, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:18, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:042 ,particle:19, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:042 ,particle:20, par err:0.0054, best part err:0.0054, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:043 ,particle:01, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:043 ,particle:02, par err:0.0063, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:03, par err:0.0077, best part err:0.0055, best swarm err:0.0053
epoch:043 ,particle:04, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:05, par err:0.0055, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:06, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:07, par err:0.0077, best part err:0.0055, best swarm err:0.0053
epoch:043 ,particle:08, par err:0.0064, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:09, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:043 ,particle:10, par err:0.0068, best part err:0.0055, best swarm err:0.0053
epoch:043 ,particle:11, par err:0.0059, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:12, par err:0.0062, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:13, par err:0.0078, best part err:0.0055, best swarm err:0.0053
epoch:043 ,particle:14, par err:0.0064, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:15, par err:0.0123, best part err:0.0063, best swarm err:0.0053
epoch:043 ,particle:16, par err:0.0079, best part err:0.0055, best swarm err:0.0053
epoch:043 ,particle:17, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:18, par err:0.0061, best part err:0.0054, best swarm err:0.0053
epoch:043 ,particle:19, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:043 ,particle:20, par err:0.0061, best part err:0.0054, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:044 ,particle:01, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:044 ,particle:02, par err:0.0073, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:03, par err:0.0083, best part err:0.0055, best swarm err:0.0053
epoch:044 ,particle:04, par err:0.0069, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:05, par err:0.0064, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:06, par err:0.0069, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:07, par err:0.0087, best part err:0.0055, best swarm err:0.0053
epoch:044 ,particle:08, par err:0.0074, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:09, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:044 ,particle:10, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:11, par err:0.0065, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:12, par err:0.0070, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:13, par err:0.0088, best part err:0.0055, best swarm err:0.0053
epoch:044 ,particle:14, par err:0.0080, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:15, par err:0.0057, best part err:0.0057, best swarm err:0.0053
epoch:044 ,particle:16, par err:0.0090, best part err:0.0055, best swarm err:0.0053
epoch:044 ,particle:17, par err:0.0069, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:18, par err:0.0070, best part err:0.0054, best swarm err:0.0053
epoch:044 ,particle:19, par err:0.0059, best part err:0.0053, best swarm err:0.0053
epoch:044 ,particle:20, par err:0.0070, best part err:0.0054, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:045 ,particle:01, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:045 ,particle:02, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:03, par err:0.0061, best part err:0.0055, best swarm err:0.0053
epoch:045 ,particle:04, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:05, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:06, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:07, par err:0.0061, best part err:0.0055, best swarm err:0.0053
epoch:045 ,particle:08, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:09, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:045 ,particle:10, par err:0.0063, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:11, par err:0.0055, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:12, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:13, par err:0.0062, best part err:0.0055, best swarm err:0.0053
epoch:045 ,particle:14, par err:0.0057, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:15, par err:0.0107, best part err:0.0057, best swarm err:0.0053
epoch:045 ,particle:16, par err:0.0062, best part err:0.0055, best swarm err:0.0053
epoch:045 ,particle:17, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:18, par err:0.0056, best part err:0.0054, best swarm err:0.0053
epoch:045 ,particle:19, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:045 ,particle:20, par err:0.0056, best part err:0.0054, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:046 ,particle:01, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:02, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:03, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:04, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:05, par err:0.0054, best part err:0.0054, best swarm err:0.0053
epoch:046 ,particle:06, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:07, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:08, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:09, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:10, par err:0.0074, best part err:0.0054, best swarm err:0.0053
epoch:046 ,particle:11, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:12, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:13, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:14, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:15, par err:0.0156, best part err:0.0057, best swarm err:0.0053
epoch:046 ,particle:16, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:17, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:18, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:19, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:046 ,particle:20, par err:0.0053, best part err:0.0053, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:047 ,particle:01, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:02, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:03, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:04, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:05, par err:0.0058, best part err:0.0054, best swarm err:0.0053
epoch:047 ,particle:06, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:07, par err:0.0057, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:08, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:09, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:10, par err:0.0060, best part err:0.0054, best swarm err:0.0053
epoch:047 ,particle:11, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:12, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:13, par err:0.0057, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:14, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:15, par err:0.0080, best part err:0.0057, best swarm err:0.0053
epoch:047 ,particle:16, par err:0.0057, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:17, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:18, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:19, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:047 ,particle:20, par err:0.0054, best part err:0.0053, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:048 ,particle:01, par err:0.0057, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:02, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:03, par err:0.0061, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:04, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:05, par err:0.0059, best part err:0.0054, best swarm err:0.0053
epoch:048 ,particle:06, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:07, par err:0.0061, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:08, par err:0.0056, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:09, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:10, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:11, par err:0.0054, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:12, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:13, par err:0.0062, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:14, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:15, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:16, par err:0.0062, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:17, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:18, par err:0.0055, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:19, par err:0.0053, best part err:0.0053, best swarm err:0.0053
epoch:048 ,particle:20, par err:0.0055, best part err:0.0053, best swarm err:0.0053

-------------------------------------------------------------------------------------
epoch:049 ,particle:01, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:02, par err:0.0054, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:03, par err:0.0055, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:04, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:05, par err:0.0057, best part err:0.0054, best swarm err:0.0052
epoch:049 ,particle:06, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:07, par err:0.0055, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:08, par err:0.0054, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:09, par err:0.0052, best part err:0.0052, best swarm err:0.0052
epoch:049 ,particle:10, par err:0.0060, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:11, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:12, par err:0.0054, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:13, par err:0.0055, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:14, par err:0.0054, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:15, par err:0.0075, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:16, par err:0.0055, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:17, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:18, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:049 ,particle:19, par err:0.0052, best part err:0.0052, best swarm err:0.0052
epoch:049 ,particle:20, par err:0.0053, best part err:0.0053, best swarm err:0.0052

-------------------------------------------------------------------------------------
epoch:050 ,particle:01, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:02, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:03, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:04, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:05, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:06, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:07, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:08, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:09, par err:0.0053, best part err:0.0052, best swarm err:0.0052
epoch:050 ,particle:10, par err:0.0063, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:11, par err:0.0054, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:12, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:13, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:14, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:15, par err:0.0092, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:16, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:17, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:18, par err:0.0053, best part err:0.0053, best swarm err:0.0052
epoch:050 ,particle:19, par err:0.0052, best part err:0.0052, best swarm err:0.0052
epoch:050 ,particle:20, par err:0.0053, best part err:0.0053, best swarm err:0.0052

-------------------------------------------------------------------------------------
/nFunction:Linear
ANN Hyperparameters: activation function Hyperbolic Tangent, layer arch [1, 7, 7, 1]
PSO Hyperparameters: swarm size20, inertia weight0.9, cognitive weight1.6, social weight1.6, epochs50
-------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------
epoch:001 ,particle:01, par err:0.3326, best part err:0.3326, best swarm err:0.2979
epoch:001 ,particle:02, par err:0.2979, best part err:0.2979, best swarm err:0.2979
epoch:001 ,particle:03, par err:0.3349, best part err:0.3349, best swarm err:0.2979
epoch:001 ,particle:04, par err:0.3300, best part err:0.3300, best swarm err:0.2979
epoch:001 ,particle:05, par err:0.3286, best part err:0.3286, best swarm err:0.2979
epoch:001 ,particle:06, par err:0.3242, best part err:0.3242, best swarm err:0.2979
epoch:001 ,particle:07, par err:0.3196, best part err:0.3196, best swarm err:0.2979
epoch:001 ,particle:08, par err:0.3331, best part err:0.3331, best swarm err:0.2979
